From;To;Type;Through;start_x;start_y;stop_x;stop_y;Comment
6012;6011;river_large;9866;-1;-1;-1;-1;HUWAIZA-AHWAZ
4818;4257;river_large;9867;-1;-1;-1;-1;AS-SUS-Gondishapur
#Kura
5790;5773;river_large;9868;-1;-1;-1;-1;Paytakaran-Salyan
5779;5778;river_large;9869;-1;-1;-1;-1;Barda-Mingachevir
5780;5767;river_large;9870;-1;-1;-1;-1;Tovuz-Ujarma
5776;5789;river_large;9872;-1;-1;-1;-1;Paidangaran-Varsan
## Central Asia ##
#Ural
5317;618;river_large;9875;-1;-1;-1;-1;Saraychiq-Atyrau
5349;7218;river_large;9877;-1;-1;-1;-1;Zhaltyr-Santas
5501;897;river_large;9879;-1;-1;-1;-1;Orenburg-Iletsk
#Uzboy
4415;4533;river_large;9880;-1;-1;-1;-1;CHELEKEN-NEBIT DAG
4529;4528;river_large;9881;-1;-1;-1;-1;IGDY-KURTYSH
#Amu Darya
4458;4459;river_large;9883;-1;-1;-1;-1;MADMINIYA-BARATIGIN
4449;4448;river_large;9885;-1;-1;-1;-1;RAKHUSHMITHAN-KATH
4443;4444;river_large;9886;-1;-1;-1;-1;SADVAR-NUKFAGH
4241;4242;river_large;9887;-1;-1;-1;-1;Shagal-Firabr
4247;4248;river_large;9889;-1;-1;-1;-1;Zamm-Akhsisak
4337;4373;river_large;9890;-1;-1;-1;-1;Navida-Charmanjan
4455;4456;river_large;9893;-1;-1;-1;-1;ZAMAKHSHAR-GURGANJ
#Syr Darya
7110;900;river_large;9894;-1;-1;-1;-1;Kazalinsk-Yangikent
901;7116;river_large;9895;-1;-1;-1;-1;Jend-Beljan
7123;7125;river_large;9896;-1;-1;-1;-1;Sighnaq-Uzgend
1181;7136;river_large;9898;-1;-1;-1;-1;Sutkend-Chimkent
4417;903;river_large;9900;-1;-1;-1;-1;KHAWAS-Afrasiyab
## Western India ##
#Indus
3443;1341;river_large;8589;-1;-1;-1;-1;Kalabagh-Nandana
3414;1338;river_large;9903;-1;-1;-1;-1;Alipur-Multan
1192;3427;river_large;9905;-1;-1;-1;-1;Bhera-Bhirr
#Sabarmati
3377;1290;river_large;9907;-1;-1;-1;-1;Dholka-Khetaka
#Mahi
3375;1133;river_large;9909;-1;-1;-1;-1;Khambhat-Vadodara
1291;3374;river_large;9910;-1;-1;-1;-1;Khambhat-Vadodara
#Narmada
3380;1127;river_large;9912;-1;-1;-1;-1;Bharuch-Akruresvara
1182;1147;river_large;9914;-1;-1;-1;-1;Bawangaja-Mandapika
3325;919;river_large;9916;-1;-1;-1;-1;Ashta-Handia
917;1164;river_large;9917;-1;-1;-1;-1;Barman-Chauragarh
#Tapi
1287;1187;river_large;9918;-1;-1;-1;-1;Asirgarh-Changdev
## Southern India ##
#Ponnaiyar
7835;7832;river_large;9919;-1;-1;-1;-1;Tirukoilur-Jinji
#Palar
7831;7827;river_large;9920;-1;-1;-1;-1;Uttaramerur-Mamallapuram
#Penner
1204;1122;river_large;9921;-1;-1;-1;-1;Nellore-Udayagiri
7816;7856;river_large;9922;-1;-1;-1;-1;Anantapur-Adavani
#Krishna
1253;1221;river_large;9924;-1;-1;-1;-1;Nilagiri-Vijayawada
7905;7841;river_large;9926;-1;-1;-1;-1;Devarakonda-Sriparvata
1211;1218;river_large;9927;-1;-1;-1;-1;Pannagallu-Alampur
7886;1203;river_large;9928;-1;-1;-1;-1;Bagavadi-Idatarainadu
7887;7901;river_large;9930;-1;-1;-1;-1;Kembavi-Gulbarga
1218;7854;river_large;9932;-1;-1;-1;-1;Alampur-Kandanavolu
7876;7859;river_large;9933;-1;-1;-1;-1;Anegandi-Kampili
#Godavari
1255;7923;river_large;8599;-1;-1;-1;-1;Vemulavada-Mancherial
7919;1157;river_large;9934;-1;-1;-1;-1;Bhainsa-Balkonda
7894;1142;river_large;9935;-1;-1;-1;-1;Bhid-Pratishthana
1269;1254;river_large;9938;-1;-1;-1;-1;Canda-Vairagara
7931;7935;river_large;9938;-1;-1;-1;-1;Seoni-Gondia
## Eastern India ##
#Mahanadi
1230;3987;river_large;9940;-1;-1;-1;-1;Suvarnapura-Bajrakot
1155;921;river_large;9941;-1;-1;-1;-1;Sripuri-Savarinarayana
#Ganges
1284;1328;river_large;1314;-1;-1;-1;-1;Manikpur-Prayaga
1275;1282;river_large;9942;-1;-1;-1;-1;Jajmau-Lalganj
1358;3468;river_large;9943;-1;-1;-1;-1;Vodamayutja-Tilokpur
3450;1173;river_large;9945;-1;-1;-1;-1;Indrasthana-Sambhal
1368;3474;river_large;9946;-1;-1;-1;-1;Hastinapura-Bijnor
3960;1113;river_large;9947;-1;-1;-1;-1;Chitrakuta-Kara
1169;1139;river_large;9949;-1;-1;-1;-1;Kalpi-Musanagar
3465;1215;river_large;9950;-1;-1;-1;-1;Dhavalapuri-Etawah
3447;3448;river_large;9951;-1;-1;-1;-1;Dhilika-Jahanpanah
3453;1367;river_large;9953;-1;-1;-1;-1;Sthanisvara-Saharanpur
3465;1172;river_large;9954;-1;-1;-1;-1;Dhavalapuri-Gwalior
1355;3338;river_large;9955;-1;-1;-1;-1;Ranthambore-Sheopur
3326;3327;river_large;9957;-1;-1;-1;-1;Mehidpur-Agar
1169;3961;river_large;9958;-1;-1;-1;-1;Kalpi-Rath
1298;3319;river_large;9959;-1;-1;-1;-1;Chanderi-Jarai_ka_Math
3323;1170;river_large;9961;-1;-1;-1;-1;Sanchi-Vidisa
884;881;river_large;9962;-1;-1;-1;-1;Haldi2-Pava
3953;3954;river_large;9963;-1;-1;-1;-1;Faizabad-Gonda
877;9654;river_large;9968;-1;-1;-1;-1;Sugauna-Bangaon
1233;858;river_large;9972;-1;-1;-1;-1;Saptagrama-Kumarhati
1235;863;river_large;9972;-1;-1;-1;-1;Tamralipti-Chatrabhog
1319;834;river_large;9970;-1;-1;-1;-1;Bikrampur-Chandpur
850;852;river_large;9971;-1;-1;-1;-1;Bokainagar-Nasirabad
876;869;river_large;9965;-1;-1;-1;-1;Arrah-Maner
909;1251;river_large;9966;-1;-1;-1;-1;Palamau-Sasaram
3967;907;river_large;9967;-1;-1;-1;-1;Chandrehi-Beohari
## West Africa ##
#Senegal
6784;6785;river_large;9973;-1;-1;-1;-1;WARAM-AWLIL
6786;6778;river_large;9973;-1;-1;-1;-1;CUBALEL-SILLA
6746;6774;river_large;9975;-1;-1;-1;-1;ARONDO-KARAKORO
6749;6751;river_large;9977;-1;-1;-1;-1;BAFULABE-BADUMBE
6750;6742;river_large;9978;-1;-1;-1;-1;KUNJAN-DIAKHA
#Volta
8006;8031;river_large;9979;-1;-1;-1;-1;KWAHU-SOUTH-WUSUTA
8004;8038;river_large;9980;-1;-1;-1;-1;BASSA-AFRAM-KETE_KARACHI
6944;6945;river_large;9981;-1;-1;-1;-1;MOLE_SOUTH-MAWLI
6971;6966;river_large;9982;-1;-1;-1;-1;KINTAMPO-BUIPE
6959;6956;river_large;9983;-1;-1;-1;-1;BOUNA-WA
8038;8037;river_large;9985;-1;-1;-1;-1;KETE_KARACHI-NANUMBA
6933;6936;river_large;9986;-1;-1;-1;-1;SANSANE_MANGO-DIKUTATENI
#Niger
6632;6644;river_large;9988;-1;-1;-1;-1;KRI-SANADO
6639;6728;river_large;9990;-1;-1;-1;-1;KANGABA-FIGUIRA
6734;6729;river_large;9991;-1;-1;-1;-1;JELIBAKORO-NIANI
6646;6649;river_large;9992;-1;-1;-1;-1;SOUM-SAN
6725;6724;river_large;9994;-1;-1;-1;-1;MANI-BANINKO
6907;6548;river_large;9996;-1;-1;-1;-1;KUTIGI-BIDA
6552;8103;river_large;9998;-1;-1;-1;-1;KONTOKORO-GUWARI
6549;8103;river_large;9996;-1;-1;-1;-1;MINNA-GUWARI
#Chari
6813;6804;river_large;10002;-1;-1;-1;-1;MAKARI-BAGUIRMI-WEST
6812;6811;river_large;10003;-1;-1;-1;-1;LOGONE-BIRNI-BANRE
6808;6838;river_large;10004;-1;-1;-1;-1;DAM-BOUSSO
6818;6812;river_large;10005;-1;-1;-1;-1;BOGO-LOGONE-BIRNI
6830;6832;river_large;10006;-1;-1;-1;-1;MARBA-KIM
#Bahr el Ghazal
6804;6492;river_large;10007;-1;-1;-1;-1;BAGUIRMI-WEST-AUNO
6488;6850;river_large;10007;-1;-1;-1;-1;TIE-GHAZZAL
#Yobe
6504;6502;river_large;10008;-1;-1;-1;-1;YAU-GASKERU
6516;6535;river_large;10010;-1;-1;-1;-1;NGURU-GABAS
6519;6520;river_large;10011;-1;-1;-1;-1;KANO-KURA
6528;6526;river_large;10012;-1;-1;-1;-1;KUDU-AZARE

-1;-1;;-1;-1;-1;-1;-1;
